source_path,format_class,bytes,reason
FUN STUFF/GREAT MOMENTS IN PERSONAL SICENCE HISTORY/4D ORGANISM WEIRD SHIT/meattubeCapture.PNG,image,1150294,no extraction mapping located
FUN STUFF/GREAT MOMENTS IN PERSONAL SICENCE HISTORY/4D ORGANISM WEIRD SHIT/netCapture.PNG,image,1124697,no extraction mapping located
FUN STUFF/GREAT MOMENTS IN PERSONAL SICENCE HISTORY/4D ORGANISM WEIRD SHIT/orbitsCapture.PNG,image,1252246,no extraction mapping located
FUN STUFF/GREAT MOMENTS IN PERSONAL SICENCE HISTORY/4D ORGANISM WEIRD SHIT/t4rthCapture.PNG,image,479914,no extraction mapping located
FUN STUFF/GREAT MOMENTS IN PERSONAL SICENCE HISTORY/4D ORGANISM WEIRD SHIT/the performer.PNG,image,39797,no extraction mapping located
FUN STUFF/GREAT MOMENTS IN PERSONAL SICENCE HISTORY/4D ORGANISM WEIRD SHIT/vxssCapture.PNG,image,652762,no extraction mapping located
FUN STUFF/GREAT MOMENTS IN PERSONAL SICENCE HISTORY/NotebookLM Mind Map (2).png,image,1775254,no extraction mapping located
IMG_2411.jpeg,image,566142,no extraction mapping located
Index1.PNG,image,70606,no extraction mapping located
MISC/91364946_10158031586940540_1417431966088691712_n.jpg,image,16443,no extraction mapping located
MISC/BELLOMY_N_Phys_Rev_D_Submission.pdf,pdf,231211,no extraction mapping located
MISC/BELLOMY_N_Phys_Rev_D_Supplement.pdf,pdf,308901,no extraction mapping located
MISC/SATHsH-TWIST-TENSION.JPG,image,204842,no extraction mapping located
MISC/solar-flare-coronal-loops-Daniel-K-Inouye-Solar-Telescope.png.jpeg,image,351426,no extraction mapping located
NotebookLM Mind Map.png,image,5467539,no extraction mapping located
PDF LIBRARY [OLD]/BELLOMY_N_Phys_Rev_D_Submission.pdf,pdf,231211,no extraction mapping located
PDF LIBRARY [OLD]/BELLOMY_N_Phys_Rev_D_Supplement.pdf,pdf,308901,no extraction mapping located
PDF LIBRARY [OLD]/BIG PAPER 3 SAT_CLEAN.pdf,pdf,243930,no extraction mapping located
PDF LIBRARY [OLD]/DEEP DIVE PRONUNCIATION GUIDE PT2.pdf,pdf,44533,no extraction mapping located
PDF LIBRARY [OLD]/DEEP DIVE PRONUNCIATION GUIDE.pdf,pdf,150302,no extraction mapping located
PDF LIBRARY [OLD]/SAT 22Jun25.pdf,pdf,5381173,no extraction mapping located
PDF LIBRARY [OLD]/SAT.4D Deep Dive Pronunciation Guide.pdf,pdf,112037,no extraction mapping located
PDF LIBRARY [OLD]/SAT_4D-Sketch.pdf,pdf,305464,no extraction mapping located
PDF LIBRARY [OLD]/SAT_4D_LIVE.pdf,pdf,318744,no extraction mapping located
PDF LIBRARY [OLD]/SAT_ATTEMPTED_FORMALIZATION.pdf,pdf,1077897,no extraction mapping located
PDF LIBRARY [OLD]/SAT_CLEAN (1).pdf,pdf,407677,no extraction mapping located
PDF LIBRARY [OLD]/SAT_CLEAN-eval.pdf,pdf,311482,no extraction mapping located
PDF LIBRARY [OLD]/SAT_CLEAN_LIVE.pdf,pdf,328128,no extraction mapping located
PDF LIBRARY [OLD]/SAT_FULL_BUILDOUT.pdf,pdf,488753,no extraction mapping located
PDF LIBRARY [OLD]/SAT_O7_time_tentative.pdf,pdf,169065,no extraction mapping located
PDF LIBRARY [OLD]/SAT_REWRITE (1).pdf,pdf,5305098,no extraction mapping located
PDF LIBRARY [OLD]/SAT_REWRITE.pdf,pdf,5329850,no extraction mapping located
PDF LIBRARY [OLD]/refractive_index_modulation.pdf,pdf,382611,no extraction mapping located
PUB DRAFTS/Bellomy_N_SAT_Submission.pdf,pdf,173625,no extraction mapping located
PUB DRAFTS/Bellomy_SAT_Framework.pdf,pdf,275753,no extraction mapping located
PUB DRAFTS/FUNDAMENTAL INTUITIONS MIND MAP.png,image,4087325,no extraction mapping located
PUB DRAFTS/NotebookLM Mind Map.png,image,4087325,no extraction mapping located
PUB DRAFTS/SAT 22Jun25.pdf,pdf,5381173,no extraction mapping located
PUB DRAFTS/SAT_REWRITE (1).pdf,pdf,5305098,no extraction mapping located
PUB DRAFTS/SAT_REWRITE.pdf,pdf,5329850,no extraction mapping located
PUB DRAFTS/clock_drift_satqr.png,image,156226,no extraction mapping located
"SAT & String Theory/SAT & STRING THEORY/ChatGPT Image Oct 29, 2025, 02_40_27 PM.png",image,1043728,no extraction mapping located
SAT & String Theory/SAT & STRING THEORY/ITS_A_GO.png,image,2725053,no extraction mapping located
SAT 20 Build Plans/SAT20 PROJECT OVERVIEW.png,image,8771998,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-10.png,image,117361,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-11.png,image,117361,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-12.png,image,115586,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-13.png,image,199964,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-14.png,image,115586,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-15.png,image,199964,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-16.png,image,111888,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-17.png,image,111888,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-18.png,image,158780,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-19.png,image,192597,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-2.png,image,188911,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-20.png,image,175922,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-21.png,image,115586,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-22.png,image,199964,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-23.png,image,111888,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-24.png,image,352863,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-25.png,image,499590,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-26.png,image,499590,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-3.png,image,188911,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-4.png,image,196630,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-5.png,image,196630,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-6.png,image,126558,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-7.png,image,126558,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-8.png,image,132223,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output-9.png,image,132223,no extraction mapping located
SAT 2025 LAB SIM — KINK TESTS/output.png,image,324229,no extraction mapping located
SAT 2026 CONCEPTS/2026 NEW — FROM SCRATCH.pdf,pdf,443604,no extraction mapping located
SAT 2026 PRE HsH/SAT 2025 — COVARIANT EQ CovSATOBLOC_pre_lean.pdf,pdf,231899,no extraction mapping located
SAT 2026 PRE HsH/SAT 2025 — SSATOBLOC.pdf,pdf,173625,no extraction mapping located
SAT 2026 PRE HsH/SAT 2025 — oWanna_Bounce_.pdf,pdf,670811,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026  — STANDARD ATOM.pdf,pdf,144564,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 UI — UI-SAT_4DHH_UC.pdf,pdf,128022,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 UI — UI_Procedure_SAT_4DHH_UC.pdf,pdf,128022,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 UI — UI_SAT_4DHH_UC.pdf,pdf,128022,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 — 25 SAT VERSIONS.pdf,pdf,1203889,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 — 2SATOBLOC_pre_lean.pdf,pdf,109755,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 — 2Submission_for_Physics_Review_D.pdf,pdf,231340,no extraction mapping located
"SAT 2026 PRE HsH/SAT 2026 — And, of course, the braiding of three world lines together explains….pdf",pdf,109729,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 — PHYS_REV_D_V_1_Submission.pdf,pdf,105780,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 — Q COUNTING CONCERNS.pdf,pdf,80845,no extraction mapping located
"SAT 2026 PRE HsH/SAT 2026 — SPECULATION, CONJECTURE, and EXPLAINING ANOMALIES.pdf",pdf,310260,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 — THEORY REFINEMENT SUMMARY.pdf,pdf,488381,no extraction mapping located
SAT 2026 PRE HsH/SAT 2026 — WHIRLIGIG SUMMARY-1.pdf,pdf,3256732,no extraction mapping located
SAT 4D Theory Work/SAT.4D Deep Dive Pronunciation Guide.pdf,pdf,112037,no extraction mapping located
SAT 4D Theory Work/SAT_CLEAN (1).pdf,pdf,407677,no extraction mapping located
SAT 4D Theory Work/SAT_CLEAN-eval.pdf,pdf,311482,no extraction mapping located
SAT 4D Theory Work/SAT_CLEAN_LIVE.pdf,pdf,328128,no extraction mapping located
SAT 4D Theory Work/SAT_FULL_BUILDOUT.pdf,pdf,488753,no extraction mapping located
SAT 4D Theory Work/refractive_index_modulation.pdf,pdf,382611,no extraction mapping located
SAT Mark V/SAT_ATTEMPTED_FORMALIZATION.pdf,pdf,1077897,no extraction mapping located
SAT O Core Modules/SAT_O7_time_tentative.pdf,pdf,169065,no extraction mapping located
SAT VISUALS/3ea27668-0954-4547-85f5-dce64497dfe3.png,image,793112,no extraction mapping located
SAT VISUALS/4190589d-dd62-4ecd-8889-bbc258d43f12.png,image,1663012,no extraction mapping located
SAT VISUALS/5e45c144-1fb1-4b7d-8a0c-611a838dc5bf.png,image,1310887,no extraction mapping located
SAT VISUALS/64266694-f943-41d0-b018-868fb8191d16.png,image,1470649,no extraction mapping located
SAT VISUALS/ActiveEdge_vNext_initiation.png,image,142360,no extraction mapping located
SAT VISUALS/BrainTrust_v2_Example1.png,image,74515,no extraction mapping located
SAT VISUALS/BrainTrust_v2_Example2.png,image,74010,no extraction mapping located
SAT VISUALS/BrainTrust_v2_Initiation.png,image,147291,no extraction mapping located
SAT VISUALS/COMPARE.PNG,image,63313,no extraction mapping located
SAT VISUALS/Capture.PNG,image,55121,no extraction mapping located
SAT VISUALS/Capture2.PNG,image,29784,no extraction mapping located
SAT VISUALS/Capture3.PNG,image,18813,no extraction mapping located
SAT VISUALS/Capture4.PNG,image,47784,no extraction mapping located
SAT VISUALS/Capture5.PNG,image,80773,no extraction mapping located
SAT VISUALS/ConsensusPro.png,image,182992,no extraction mapping located
SAT VISUALS/ConsensusPro2.png,image,32832,no extraction mapping located
SAT VISUALS/ConsensusPro3.png,image,212722,no extraction mapping located
SAT VISUALS/ConsensusPro4.png,image,235333,no extraction mapping located
SAT VISUALS/Early_code_output.png,image,152483,no extraction mapping located
SAT VISUALS/Early_code_output2.png,image,117318,no extraction mapping located
SAT VISUALS/Early_code_output3.png,image,157985,no extraction mapping located
SAT VISUALS/Early_code_output4.png,image,120644,no extraction mapping located
SAT VISUALS/Early_code_output5.png,image,35746,no extraction mapping located
SAT VISUALS/Early_code_output6.png,image,46677,no extraction mapping located
SAT VISUALS/Former_ActiveEdge_FirstLagrangian_attempt.PNG,image,47676,no extraction mapping located
SAT VISUALS/Former_ActiveEdge_MarkIII-IV_formulation.PNG,image,120029,no extraction mapping located
SAT VISUALS/GPT-first_and_former_now_Emeritus-ActiveEdge_development.png,image,178730,no extraction mapping located
SAT VISUALS/GPT-first_and_former_now_Emeritus-ActiveEdge_initiation.png,image,118907,no extraction mapping located
SAT VISUALS/GPT-first_and_former_now_Emeritus-ActiveEdge_initiation2.png,image,136136,no extraction mapping located
SAT VISUALS/GPT_core_team.png,image,29395,no extraction mapping located
SAT VISUALS/GPT_instances.png,image,31144,no extraction mapping located
SAT VISUALS/LAGRANGIAN.PNG,image,11269,no extraction mapping located
SAT VISUALS/LAGRANGIAN10.PNG,image,43444,no extraction mapping located
SAT VISUALS/LAGRANGIAN11.PNG,image,48236,no extraction mapping located
SAT VISUALS/LAGRANGIAN12.PNG,image,48450,no extraction mapping located
SAT VISUALS/LAGRANGIAN13.PNG,image,46167,no extraction mapping located
SAT VISUALS/LAGRANGIAN2.PNG,image,7678,no extraction mapping located
SAT VISUALS/LAGRANGIAN3.PNG,image,44117,no extraction mapping located
SAT VISUALS/LAGRANGIAN4.PNG,image,47830,no extraction mapping located
SAT VISUALS/LAGRANGIAN5.PNG,image,40043,no extraction mapping located
SAT VISUALS/LAGRANGIAN6.PNG,image,28106,no extraction mapping located
SAT VISUALS/LAGRANGIAN7.PNG,image,60616,no extraction mapping located
SAT VISUALS/LAGRANGIAN8.PNG,image,61540,no extraction mapping located
SAT VISUALS/LAGRANGIAN9.PNG,image,61222,no extraction mapping located
SAT VISUALS/NORMCapture.PNG,image,142218,no extraction mapping located
SAT VISUALS/NotebookLM Mind Map.png,image,14978593,no extraction mapping located
SAT VISUALS/NotebookLM.PNG,image,278921,no extraction mapping located
SAT VISUALS/NotebookLM2.PNG,image,301825,no extraction mapping located
SAT VISUALS/NotebookLM3.PNG,image,297146,no extraction mapping located
SAT VISUALS/NotebookLM_example2.png,image,278350,no extraction mapping located
SAT VISUALS/PARTICLES0.PNG,image,572635,no extraction mapping located
SAT VISUALS/PARTICLES1.PNG,image,625236,no extraction mapping located
SAT VISUALS/PARTICLES2.PNG,image,655759,no extraction mapping located
SAT VISUALS/PARTICLES_heatmap+horiznorm.PNG,image,57363,no extraction mapping located
SAT VISUALS/PARTICLES_vertnorm+zscore.PNG,image,36510,no extraction mapping located
SAT VISUALS/PARTICLE_SAVE_img.PNG,image,305115,no extraction mapping located
SAT VISUALS/PARTICLE_TABLE.PNG,image,36259,no extraction mapping located
SAT VISUALS/PART_BAR.PNG,image,74185,no extraction mapping located
SAT VISUALS/PART_BAR2.PNG,image,72897,no extraction mapping located
SAT VISUALS/PART_heatmap.PNG,image,30922,no extraction mapping located
SAT VISUALS/Proto-BrainTrust_Example.png,image,67406,no extraction mapping located
SAT VISUALS/Proto-BrainTrust_Example2.png,image,73597,no extraction mapping located
SAT VISUALS/Proto-BrainTrust_Example3.png,image,73546,no extraction mapping located
SAT VISUALS/Pseudeinstein.PNG,image,0,no extraction mapping located
SAT VISUALS/QUARKS.PNG,image,632861,no extraction mapping located
SAT VISUALS/QUARKS_m_theta.PNG,image,24660,no extraction mapping located
SAT VISUALS/SAT-NaiveGPT.png,image,125789,no extraction mapping located
SAT VISUALS/SAT-NaiveGPT2.png,image,109805,no extraction mapping located
SAT VISUALS/SAT-NaiveGPT3.png,image,122053,no extraction mapping located
SAT VISUALS/SAT-NaiveGPT4.png,image,132558,no extraction mapping located
SAT VISUALS/SAT-NaiveGPT5.png,image,136410,no extraction mapping located
SAT VISUALS/SAT-NaiveGPT6.png,image,131534,no extraction mapping located
SAT VISUALS/SAT-QR Abstract.PNG,image,67902,no extraction mapping located
SAT VISUALS/SAT_Earliest_Notebook_2003_Documented.pdf,pdf,7712005,no extraction mapping located
SAT VISUALS/SAT_Errata_and_Wordcount_Overview_with_Captions.pdf,pdf,1172723,no extraction mapping located
SAT VISUALS/SAT_Full_Annotated_Visual_Archive.pdf,pdf,25206600,no extraction mapping located
SAT VISUALS/SAT_Full_Visual_Archive_With_Extras.pdf,pdf,12264934,no extraction mapping located
SAT VISUALS/SAT_Full_Visual_Archive_With_Extras_REVISED.pdf,pdf,13189878,no extraction mapping located
SAT VISUALS/SAT_Visual_Archive_FULL_Captioned_RETRY.pdf,pdf,12016863,no extraction mapping located
SAT VISUALS/SAT_theta4_kink_retardance.png,image,75213,no extraction mapping located
SAT VISUALS/SATy_output2.png,image,37566,no extraction mapping located
SAT VISUALS/SATy_viz_output.png,image,183076,no extraction mapping located
SAT VISUALS/Wordcount_ActiveEdge_vNext.png,image,189912,no extraction mapping located
SAT VISUALS/Wordcount_Emeritus.png,image,130123,no extraction mapping located
SAT VISUALS/Wordcount_Proto-BrainTrust (1).png,image,158469,no extraction mapping located
SAT VISUALS/ce51728e-410a-461c-b08a-8cb8a81373c7.png,image,1160826,no extraction mapping located
SAT VISUALS/cgpt_models.PNG,image,16830,no extraction mapping located
SAT VISUALS/coil_rotation.PNG,image,45931,no extraction mapping located
SAT VISUALS/d9c2d113-61aa-4681-9d90-ad988bbb26f1.png,image,1699002,no extraction mapping located
SAT VISUALS/download (1).png,image,128903,no extraction mapping located
SAT VISUALS/download.png,image,143976,no extraction mapping located
SAT VISUALS/ea41259c-edab-452c-8421-1c39fb0b6bf0.png,image,1379271,no extraction mapping located
SAT VISUALS/equations.PNG,image,15176,no extraction mapping located
SAT VISUALS/error.PNG,image,54822,no extraction mapping located
SAT VISUALS/figure0.png,image,74373,no extraction mapping located
SAT VISUALS/figure1.png,image,92805,no extraction mapping located
SAT VISUALS/figure2.PNG,image,57955,no extraction mapping located
SAT VISUALS/first_run.png,image,146080,no extraction mapping located
SAT VISUALS/output (1).png,image,74786,no extraction mapping located
SAT VISUALS/output (10).png,image,148843,no extraction mapping located
SAT VISUALS/output (11).png,image,105522,no extraction mapping located
SAT VISUALS/output (12).png,image,150100,no extraction mapping located
SAT VISUALS/output (13).png,image,128699,no extraction mapping located
SAT VISUALS/output (14).png,image,107216,no extraction mapping located
SAT VISUALS/output (15).png,image,87364,no extraction mapping located
SAT VISUALS/output (16).png,image,197734,no extraction mapping located
SAT VISUALS/output (17).png,image,197734,no extraction mapping located
SAT VISUALS/output (18).png,image,193289,no extraction mapping located
SAT VISUALS/output (19).png,image,244167,no extraction mapping located
SAT VISUALS/output (2).png,image,108886,no extraction mapping located
SAT VISUALS/output (20).png,image,148721,no extraction mapping located
SAT VISUALS/output (21).png,image,352863,no extraction mapping located
SAT VISUALS/output (22).png,image,93250,no extraction mapping located
SAT VISUALS/output (23).png,image,87720,no extraction mapping located
SAT VISUALS/output (24).png,image,95895,no extraction mapping located
SAT VISUALS/output (25).png,image,74516,no extraction mapping located
SAT VISUALS/output (3).png,image,398148,no extraction mapping located
SAT VISUALS/output (4).png,image,198191,no extraction mapping located
SAT VISUALS/output (5).png,image,182937,no extraction mapping located
SAT VISUALS/output (6).png,image,315788,no extraction mapping located
SAT VISUALS/output (7).png,image,475821,no extraction mapping located
SAT VISUALS/output (8).png,image,148468,no extraction mapping located
SAT VISUALS/output (9).png,image,486575,no extraction mapping located
SAT VISUALS/output.png,image,106342,no extraction mapping located
SAT VISUALS/particle_prop.PNG,image,261770,no extraction mapping located
SAT VISUALS/particles3.PNG,image,580778,no extraction mapping located
SAT VISUALS/saty_output.png,image,93167,no extraction mapping located
SAT20 PROJECT OVERVIEW.png,image,8771998,no extraction mapping located
SATOBLOC MISC/NotebookLM Mind Map.png,image,2725053,no extraction mapping located
SATOBLOC/APPENDICES_FRAME.pdf,pdf,102149,no extraction mapping located
SATOBLOC/Bellomy_Supplementary_Appendices.pdf,pdf,109998,no extraction mapping located
SATOBLOC/CLOSURE2.pdf,pdf,239497,no extraction mapping located
SATOBLOC/Closure.pdf,pdf,264217,no extraction mapping located
SATOBLOC/First_Paper_Draft.pdf,pdf,162251,no extraction mapping located
SATOBLOC/SATOBLOC (1).pdf,pdf,162251,no extraction mapping located
SATOBLOC/SATOBLOC (2).pdf,pdf,70484,no extraction mapping located
SATOBLOC/SATOBLOC Unification.pdf,pdf,274713,no extraction mapping located
SATOBLOC/SATOBLOC Unification2.pdf,pdf,299392,no extraction mapping located
SATOBLOC/SATOBLOC-2.pdf,pdf,214438,no extraction mapping located
SATOBLOC/SATOBLOC-4.pdf,pdf,162251,no extraction mapping located
SAT_O REWRITE/borromean_link_rgb.gif,image,492214,no extraction mapping located
SAT_O REWRITE/hopf_link_red_cyan.gif,image,461045,no extraction mapping located
SPHERES4/seismic_mapdrawing (1).png,image,771184,no extraction mapping located
SPHERES4/seismic_mapdrawing (2).png,image,1134063,no extraction mapping located
SPHERES4/seismic_mapdrawing.png,image,671686,no extraction mapping located
SUBMITTED - SCIOPEN/Bellomy_N_CoverLetter.pdf,pdf,70484,no extraction mapping located
SUBMITTED - SCIOPEN/Bellomy_N_SAT_Submission.pdf,pdf,173625,no extraction mapping located
SUBMITTED - SCIOPEN/Bellomy_SAT_Framework.pdf,pdf,275753,no extraction mapping located
SUBMITTED - SCIOPEN/Bellomy_Supplementary_Predictions.pdf,pdf,107798,no extraction mapping located
SUBMITTED - SCIOPEN/FUNDAMENTAL INTUITIONS MIND MAP.png,image,4087325,no extraction mapping located
SUBMITTED - SCIOPEN/NotebookLM Mind Map.png,image,4087325,no extraction mapping located
SUBMITTED - SCIOPEN/SAT_REWRITE (1).pdf,pdf,5305098,no extraction mapping located
SUBMITTED - SCIOPEN/SPACE-S-25-00569.pdf,pdf,706279,no extraction mapping located
SUBMITTED - SCIOPEN/SPACE_ImagePermission.pdf,pdf,249436,no extraction mapping located
Satobloc Minimal Drafts/APPENDICES_FRAME.pdf,pdf,102149,no extraction mapping located
Satobloc Minimal Drafts/Bellomy_Supplementary_Appendices.pdf,pdf,109998,no extraction mapping located
Satobloc Minimal Drafts/CLOSURE2.pdf,pdf,239497,no extraction mapping located
Satobloc Minimal Drafts/Closure.pdf,pdf,264217,no extraction mapping located
Satobloc Minimal Drafts/First_Paper_Draft.pdf,pdf,162251,no extraction mapping located
Satobloc Minimal Drafts/SATOBLOC (1).pdf,pdf,162251,no extraction mapping located
Satobloc Minimal Drafts/SATOBLOC (2).pdf,pdf,70484,no extraction mapping located
Satobloc Minimal Drafts/SATOBLOC Unification.pdf,pdf,274713,no extraction mapping located
Satobloc Minimal Drafts/SATOBLOC Unification2.pdf,pdf,299392,no extraction mapping located
Satobloc Minimal Drafts/SATOBLOC-2.pdf,pdf,214438,no extraction mapping located
Satobloc Minimal Drafts/SATOBLOC-4.pdf,pdf,162251,no extraction mapping located
Satobloc Minimal Drafts/download.png,image,120978,no extraction mapping located
VIEW FROM INSIDE/asstaxis.png,image,292652,no extraction mapping located
VIEW FROM INSIDE/chatthink.png,image,122118,no extraction mapping located
VIEW FROM INSIDE/delay_winding_map.png,image,282972,no extraction mapping located
VIEW FROM INSIDE/external_embedding.png,image,196902,no extraction mapping located
VIEW FROM INSIDE/five_image_montage.png,image,907122,no extraction mapping located
VIEW FROM INSIDE/last_scattering_map.png,image,471044,no extraction mapping located
VIEW FROM INSIDE/metric_tension_map.png,image,172004,no extraction mapping located
VIEW FROM INSIDE/observed_sky_map.png,image,453700,no extraction mapping located
"VISUALIZATIONS + SCREENSHOTS 2/ChatGPT Image Oct 29, 2025, 02_40_27 PM.png",image,1043728,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/ConsensusPro.png,image,182992,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/ConsensusPro2.png,image,32832,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/ConsensusPro3.png,image,212722,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/ConsensusPro4.png,image,235333,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/Early_code_output.png,image,152483,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/Early_code_output2.png,image,117318,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/Early_code_output3.png,image,157985,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/Early_code_output4.png,image,120644,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/Early_code_output5.png,image,35746,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/Early_code_output6.png,image,46677,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/FUNDAMENTAL INTUITIONS MIND MAP.png,image,4087325,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/ITS_A_GO.png,image,2725053,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/Not_a_phot.PNG,image,1901021,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/NotebookLM Mind Map.png,image,2725053,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/borromean_link_rgb.gif,image,492214,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/ce51728e-410a-461c-b08a-8cb8a81373c7.png,image,1160826,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/d9c2d113-61aa-4681-9d90-ad988bbb26f1.png,image,1699002,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/ea41259c-edab-452c-8421-1c39fb0b6bf0.png,image,1379271,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/hopf_link_red_cyan.gif,image,461045,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (1).png,image,74786,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (10).png,image,148843,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (11).png,image,105522,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (12).png,image,150100,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (13).png,image,128699,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (14).png,image,107216,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (15).png,image,87364,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (16).png,image,197734,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (17).png,image,197734,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (18).png,image,193289,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (19).png,image,244167,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (2).png,image,108886,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (20).png,image,148721,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (3).png,image,398148,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (4).png,image,198191,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (5).png,image,182937,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (6).png,image,315788,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (7).png,image,475821,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (8).png,image,148468,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 2/output (9).png,image,486575,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT - BEFORE SAT PREDICTIONBOOK - 2012-11-29.PNG,image,302624,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT EARLY - CHATGPT MEMORY SAVED - 2024-11-8.PNG,image,214092,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT EARLY EARLY - 2023-5-28.PNG,image,141204,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT EARLY SYSTEMATICS 2 2025-4-6.PNG,image,161912,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT EARLY SYSTEMATICS 2025-4-4.PNG,image,174656,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT FIRST - 2024-3-24.PNG,image,157081,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT FIRST DIMGRAV - 2024.PNG,image,133563,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT FIRST Forces Temporal 2024-8-8.PNG,image,176976,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT FIRST MENTIONS 2.PNG,image,155173,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT FIRST MENTIONS.PNG,image,87077,no extraction mapping located
VISUALIZATIONS + SCREENSHOTS 3/SAT FIRSTS - PT.PNG,image,152889,no extraction mapping located
